Rank,English_Meaning,Word,Languages_Found,Count
3173,reflection,reflexión,"es,gl",2
3175,database,base de datos,"es,gl",2
3176,flow,fluir,"ca,es",2
3176,flow,fluxo,"gl,pt",2
3177,remote,remoto,"es,gl",2
3178,permission,permiso,"es,gl",2
3179,remarkable,notable,"ca,gl",2
3181,lifestyle,estilo de vida,"es,gl,pt",3
3182,sweep,varrer,"gl,pt",2
3183,naked,nu,"fr,pt",2
3184,sufficient,suficiente,"es,gl,pt",3
3184,sufficient,suficient,"ca,ro",2
3185,lion,león,"es,gl",2
3186,consumption,consumo,"es,gl,it,pt",4
3186,consumption,consum,"ca,ro",2
3187,capability,capacidade,"gl,pt",2
3188,practice,práctica,"es,gl",2
3189,emission,emisión,"es,gl",2
3190,sidebar,barra lateral,"ca,es,gl",3
3191,crap,merda,"ca,gl,it",3
3192,dealer,dealer,"en,ro",2
3192,dealer,distribuidor,"es,pt",2
3193,measurement,medición,"es,gl",2
3194,vital,vital,"ca,en,es,fr,pt,ro",6
3195,impressive,impresionante,"es,gl",2
3197,fantastic,fantastic,"en,ro",2
3197,fantastic,fantástico,"es,gl,pt",3
3200,mere,mero,"es,pt",2
3201,imagination,imagination,"en,fr",2
3202,radical,radical,"ca,en,es,fr,gl,pt,ro",7
3203,tragedy,tragedia,"es,it",2
3205,consultant,consultant,"en,fr,ro",3
3205,consultant,consultor,"ca,es,gl,pt",4
3206,correct,correct,"en,fr",2
3206,correct,correcto,"es,gl",2
3207,lieutenant,lieutenant,"en,fr",2
3207,lieutenant,tenente,"gl,it,pt",3
3209,attractive,atractivo,"es,gl",2
3210,acre,acre,"ca,en,es,fr,gl",5
3212,defeat,derrota,"ca,gl,pt",3
3213,newly,recentemente,"gl,pt",2
3214,scandal,scandal,"en,ro",2
3214,scandal,escándalo,"es,gl",2
3215,ambassador,embaixador,"gl,pt",2
3216,ooh,ooh,"en,it,pt,ro",4
3216,ooh,oh,"ca,gl",2
3217,spot,lugar,"es,gl",2
3220,bench,banc,"ca,fr",2
3221,guide,guía,"es,gl",2
3221,guide,guia,"ca,pt",2
3223,chemical,químico,"es,pt",2
3223,chemical,química,"ca,gl",2
3224,odds,chances,"fr,pt",2
3225,rat,rat,"en,fr",2
3225,rat,rata,"ca,es,gl",3
3226,horror,horror,"ca,en,es,gl",4
3228,vulnerable,vulnerable,"ca,en,es,gl",4
3229,prevention,prevención,"es,gl",2
3231,segment,segment,"ca,en,fr,ro",4
3231,segment,segmento,"es,gl,it,pt",4
3232,ban,prohibición,"es,gl",2
3234,constitute,constituir,"ca,es,pt",3
3235,badly,mal,"fr,gl",2
3237,literary,literario,"es,gl",2
3238,magic,Magia,"it,pt",2
3239,implementation,implementación,"es,gl",2
3240,legitimate,legítimo,"es,pt",2
3241,slight,leve,"es,gl",2
3242,crash,crash,"en,fr",2
3243,strip,tira,"ca,gl",2
3244,desperate,desesperado,"es,gl,pt",3
3245,distant,distante,"es,gl,it,pt",4
3246,preference,preferencia,"es,gl",2
3247,politically,politicamente,"gl,it,pt",3
3250,criminal,criminal,"ca,en,gl",3
3252,italian,italiano,"es,gl,it,pt",4
3253,detailed,detallado,"es,gl",2
3254,buyer,comprador,"ca,es,gl,pt",4
3255,wrong,mal,"ca,gl",2
3256,cooperation,cooperación,"es,gl",2
3257,profession,profesión,"es,gl",2
3260,killing,matando,"gl,pt",2
3261,sue,demandar,"ca,es,gl",3
3262,photographer,fotógrafo,"es,gl,pt",3
3264,engagement,engagement,"en,fr",2
3264,engagement,compromiso,"es,gl",2
3266,paint,pintura,"ca,es",2
3266,paint,pintar,"gl,pt",2
3268,extensive,extenso,"es,pt",2
3268,extensive,extensa,"ca,gl",2
3269,salad,ensalada,"es,gl",2
3271,notice,aviso,"es,gl",2
3273,divorce,divorce,"en,fr",2
3273,divorce,divorcio,"es,gl",2
3274,vessel,embarcación,"es,gl",2
3275,pig,porc,"ca,fr,ro",3
3275,pig,porco,"gl,pt",2
3276,assignment,asignación,"es,gl",2
3277,distinction,distinction,"en,fr",2
3277,distinction,distinción,"es,gl",2
3278,fit,encaixar,"ca,gl",2
3279,circuit,circuit,"ca,en,fr,ro",4
3279,circuit,circuito,"es,it",2
3280,acid,acid,"en,ro",2
3280,acid,ácido,"es,gl,pt",3
3281,canadian,canadian,"en,ro",2
3281,canadian,canadense,"gl,pt",2
3282,flee,fugir,"ca,pt",2
3283,efficiency,eficiencia,"es,gl",2
3284,memorial,memorial,"ca,en,gl,pt,ro",5
3285,proposed,proposto,"gl,it,pt",3
3286,blue,azul,"es,gl,pt",3
3287,entity,entidade,"gl,pt",2
3288,iphone,iphone,"ca,en,es,fr,gl",5
3289,punishment,castigo,"es,gl",2
3290,pause,pause,"en,fr",2
3290,pause,pausa,"ca,es,gl,it,pt",5
3292,rub,fregar,"ca,gl",2
3293,romantic,romantic,"en,ro",2
3293,romantic,romántico,"es,gl",2
3294,myth,mito,"es,gl,it,pt",4
3295,economist,economist,"en,ro",2
3295,economist,economista,"ca,es,gl,it,pt",5
3296,latin,latin,"en,ro",2
3296,latin,latín,"es,gl",2
3297,decent,decent,"ca,en,ro",3
3297,decent,decente,"gl,it,pt",3
3298,assistant,assistant,"en,fr",2
3298,assistant,asistente,"es,gl",2
3298,assistant,assistente,"it,pt",2
3299,craft,artesanía,"es,gl",2
3300,poetry,poesía,"es,gl",2
3300,poetry,poesia,"ca,it,pt",3
3301,terrorist,terrorista,"ca,es,gl,it,pt",5
3302,thread,fil,"ca,fr",2
3304,confuse,confundir,"es,gl,pt",3
3306,privilege,privilegio,"es,it",2
3307,coal,carbón,"es,gl",2
3309,cow,vaca,"ca,es,gl,pt",4
3310,characterize,caracterizar,"es,gl,pt",3
3311,pie,torta,"it,pt",2
3313,resort,resort,"ca,en",2
3313,resort,recurso,"es,gl",2
3314,legacy,legado,"es,gl,pt",3
3315,re,re,"ca,en,es,gl,ro",5
3315,re,ré,"fr,pt",2
3316,stress,stress,"en,fr",2
3316,stress,estrés,"es,gl",2
3317,frankly,francamente,"es,gl,it,pt",4
3319,cancel,cancelar,"es,gl,pt",3
3320,derive,derivar,"ca,es,gl,pt",4
3322,scope,alcance,"es,gl,pt",3
3323,formation,formation,"en,fr",2
3323,formation,formación,"es,gl",2
3327,margin,marge,"ca,fr",2
3328,wound,ferida,"ca,gl,pt",3
3329,exhibition,exposición,"es,gl",2
3330,legislature,legislatura,"ca,es,it,pt",4
3332,portrait,portrait,"en,fr",2
3332,portrait,retrato,"es,gl,pt",3
3333,catholic,católico,"es,gl,pt",3
3335,uniform,uniforme,"ca,es,fr,gl,it,pt",6
3336,painful,doloroso,"es,gl,it,pt",4
3337,loud,alto,"gl,pt",2
3338,miracle,miracle,"ca,en,fr",3
3338,miracle,milagre,"gl,pt",2
3340,zero,zero,"ca,en,it,pt,ro",5
3340,zero,cero,"es,gl",2
3341,tactic,táctica,"es,gl",2
3342,mask,máscara,"es,gl",2
3343,calm,calm,"en,ro",2
3343,calm,calma,"ca,es,it,pt",4
3344,inflation,inflation,"en,fr",2
3344,inflation,inflación,"es,gl",2
3346,physically,fisicamente,"gl,it,pt",3
3347,final,final,"ca,en,es,fr,gl,pt,ro",7
3348,flesh,carne,"es,gl,it,pt,ro",5
3349,temporary,temporal,"ca,es,gl",3
3351,nerve,nervo,"it,pt",2
3352,lung,pulmón,"es,gl",2
3353,steady,estable,"ca,gl",2
3354,headline,titular,"ca,es,gl",3
3355,sudden,repentino,"es,pt",2
3358,pole,polo,"es,gl",2
3359,satisfy,satisfacer,"es,gl",2
3360,entrance,Entrada,"es,pt",2
3360,entrance,entrada,"ca,gl",2
3361,aircraft,aeronave,"es,pt,ro",3
3363,cabinet,cabinet,"en,fr,ro",3
3363,cabinet,gabinete,"es,gl,pt",3
3364,relative,relativo,"es,pt",2
3365,repeatedly,repetidamente,"es,gl,pt",3
3366,happiness,felicidade,"gl,pt",2
3367,admission,admission,"en,fr",2
3367,admission,admisión,"es,gl",2
3368,correlation,correlación,"es,gl",2
3369,proportion,proportion,"en,fr",2
3369,proportion,proporción,"es,gl",2
3370,dispute,disputa,"ca,es,gl,pt,ro",5
3372,reward,recompensa,"ca,es,gl,pt",4
3375,pile,pile,"en,fr",2
3375,pile,pila,"ca,es,gl",3
3376,explosion,explosion,"en,fr",2
3376,explosion,explosión,"es,gl",2
3377,appoint,nomear,"gl,pt",2
3378,couch,sofá,"es,gl,pt",3
3379,cognitive,cognitive,"en,ro",2
3379,cognitive,cognitivo,"es,gl,it,pt",4
3380,furniture,mobles,"ca,gl",2
3381,significance,significado,"es,pt",2
3382,grateful,agradecido,"es,gl",2
3382,grateful,grato,"it,pt",2
3383,magic,Magia,"it,pt",2
3386,shelf,estante,"es,pt",2
3387,tremendous,tremendo,"es,gl,it,pt",4
3389,physics,física,"ca,es,gl,pt",4
3390,garage,garage,"en,fr",2
3391,flavor,sabor,"ca,es,gl,pt",4
3393,prominent,prominente,"es,it",2
3394,fifty,cincuenta,"es,gl",2
3394,fifty,cinquanta,"ca,it",2
3396,oven,forno,"gl,it,pt",3
3397,satisfaction,satisfacción,"es,gl",2
3398,discrimination,discrimination,"en,fr",2
3398,discrimination,discriminación,"es,gl",2
3399,recession,recesión,"es,gl",2
3400,allegation,alegación,"es,gl",2
3401,boom,boom,"ca,en,fr,it",4
3401,boom,estrondo,"gl,pt",2
3402,weekly,semanalmente,"es,gl,pt",3
3403,lately,ultimamente,"gl,pt",2
3404,restriction,restriction,"en,fr",2
3405,diamond,diamante,"es,gl,it,pt",4
3405,diamond,diamant,"ca,fr,ro",3
3406,document,document,"ca,en,fr,ro",4
3406,document,documento,"es,gl,it,pt",4
3407,crack,crack,"ca,en",2
3408,conviction,conviction,"en,fr",2
3408,conviction,convicción,"es,gl",2
3409,heel,tacón,"es,gl",2
3410,fake,falso,"es,gl,pt",3
3410,fake,fals,"ca,ro",2
3411,fame,fama,"ca,es,gl,it,pt",5
3412,shine,brillar,"ca,es",2
3414,playoff,eliminatoria,"es,gl",2
3417,format,format,"ca,en,fr,ro",4
3417,format,formato,"es,gl,it,pt",4
3418,controversy,controversia,"es,it",2
3419,auto,auto,"en,es,fr,gl,it,pt,ro",7
3420,grant,conceder,"es,gl,pt",3
3422,headquarters,sede,"es,gl",2
3423,rip,rasgar,"gl,pt",2
3424,rank,rango,"es,gl,it",3
3424,rank,rang,"ca,fr,ro",3
3425,shade,sombra,"es,gl,pt",3
3425,shade,ombra,"ca,it",2
3426,regulate,regular,"ca,es,gl,pt",4
3427,meter,metro,"es,gl,it,pt",4
3428,olympic,olímpico,"es,gl,pt",3
3429,pipe,tubo,"es,gl,it,pt",4
3430,patient,patient,"en,fr",2
3430,patient,paciente,"es,gl,pt",3
3432,handful,puñado,"es,gl",2
3433,copyright,copyright,"ca,en,gl",3
3434,dependent,dependent,"ca,en,ro",3
3434,dependent,dependente,"gl,pt",2
3435,signature,firma,"es,it",2
3436,bishop,bispo,"gl,pt",2
3437,strengthen,fortalecer,"es,gl,pt",3
3438,soup,sopa,"ca,es,gl,pt",4
3442,anniversary,aniversario,"es,gl",2
3443,pizza,pizza,"ca,en,gl,pt,ro",5
3443,pizza,Pizza,"es,fr,it",3
3444,ethics,ética,"es,gl,pt",3
3445,legend,lenda,"gl,pt",2
3447,scholarship,beca,"ca,es",2
3448,crack,crack,"ca,en",2
3451,standing,de pé,"gl,pt",2
3452,possession,possession,"en,fr",2
3452,possession,posesión,"es,gl",2
3453,treaty,tratado,"es,gl,pt",3
3454,partly,parcialmente,"es,pt",2
3455,consciousness,conciencia,"es,gl",2
3456,manufacturing,fabricación,"es,gl",2
3457,announcement,anuncio,"es,gl",2
3458,tire,pneu,"fr,pt",2
3459,no,no,"ca,en,it",3
3459,no,non,"fr,gl",2
3461,pop,pop,"ca,en,fr,gl,it,pt,ro",7
3463,stability,estabilidade,"gl,pt",2
3464,trace,trace,"en,fr",2
3464,trace,rastro,"es,gl",2
3465,norm,norma,"ca,es,gl,it,pt",5
3466,irish,irlandesa,"ca,es,gl",3
3467,genius,genio,"es,it",2
3468,gently,suavemente,"es,pt",2
3469,operator,operator,"en,ro",2
3469,operator,operador,"ca,es,gl,pt",4
3470,mall,centro comercial,"es,gl",2
3471,rumor,rumor,"ca,en,es,gl,pt",5
3472,poet,poet,"en,ro",2
3472,poet,poeta,"ca,es,gl,it,pt",5
3473,tendency,tendencia,"es,gl",2
3474,subsequent,posterior,"ca,gl",2
3475,alien,extraterrestre,"es,fr",2
3476,explode,explotar,"ca,es",2
3477,cool,cool,"en,fr",2
3478,controversial,controverso,"it,pt",2
3479,maintenance,maintenance,"en,fr",2
3480,courage,courage,"en,fr",2
3481,exceed,exceder,"es,gl",2
3483,principal,principal,"ca,en,es,fr,gl,ro",6
3484,vaccine,vacuna,"ca,es",2
3484,vaccine,vaccin,"fr,ro",2
3484,vaccine,vacina,"gl,pt",2
3485,identification,identification,"en,fr",2
3485,identification,identificación,"es,gl",2
3486,sandwich,sandwich,"en,fr,ro",3
3487,bull,Toro,"es,it",2
3487,bull,touro,"gl,pt",2
3488,lens,lente,"es,gl,it,pt",4
3489,twelve,doce,"es,gl",2
3490,mainstream,mainstream,"en,ro",2
3490,mainstream,convencional,"es,pt",2
3491,presidency,presidencia,"es,gl",2
3492,integrity,integridade,"gl,pt",2
3493,distinct,distinct,"en,fr,ro",3
3493,distinct,distinto,"es,gl,it,pt",4
3494,intelligent,inteligente,"es,pt",2
3494,intelligent,intelligente,"fr,it",2
3495,secondary,secundario,"es,gl",2
3497,hypothesis,hipótese,"gl,pt",2
3498,fifteen,quince,"es,gl",2
3498,fifteen,quinze,"ca,fr,pt",3
3499,nomination,nomination,"en,fr",2
3500,delay,retard,"ca,fr",2
3500,delay,atraso,"gl,pt",2
3502,sanction,sanction,"en,fr",2
3502,sanction,sanción,"es,gl",2
3503,render,render,"en,gl,it,pt",4
3505,acceptable,acceptable,"ca,en,fr",3
3505,acceptable,aceptable,"es,gl",2
3506,mutual,mutuo,"es,gl",2
3507,high,alto,"es,gl,it",3
3508,examination,examen,"ca,es,fr",3
3508,examination,exame,"gl,pt",2
3509,meaningful,significativo,"es,gl,it,pt",4
3510,communist,comunista,"ca,es,gl,it,pt",5
3511,superior,superior,"ca,en,es,gl,pt,ro",6
3512,currency,moeda,"gl,pt",2
3513,collective,colectivo,"es,gl",2
3514,tip,propina,"ca,es",2
3515,flame,chama,"gl,pt",2
3516,guitar,guitarra,"ca,es,gl",3
3517,doctrine,doctrine,"en,fr",2
3517,doctrine,doctrina,"ca,es",2
3517,doctrine,doutrina,"gl,pt",2
3518,palestinian,palestinian,"en,ro",2
3518,palestinian,palestino,"es,gl,pt",3
3519,float,flotar,"ca,gl",2
3520,commerce,comercio,"es,gl",2
3521,invent,inventar,"ca,es,gl,pt",4
3522,robot,robot,"ca,en,es,fr,gl,it,ro",7
3523,rapid,rapid,"en,ro",2
3523,rapid,rápido,"es,gl,pt",3
3525,respectively,respectivamente,"es,gl,pt",3
3526,particle,partícula,"ca,es,gl,pt",4
3527,across,a través de,"ca,es",2
3528,glove,luva,"gl,pt",2
3530,edit,editar,"ca,es,gl,pt",4
3532,jazz,jazz,"ca,en,es,gl,it,pt,ro",7
3533,infant,infant,"ca,en",2
3533,infant,infantil,"es,gl,pt",3
3534,summary,resumo,"gl,pt",2
3535,server,server,"en,it",2
3535,server,servidor,"ca,es,gl,pt",4
3536,leather,cuir,"ca,fr",2
3537,radiation,radiation,"en,fr",2
3537,radiation,radiación,"es,gl",2
3538,prompt,prompt,"en,ro",2
3539,function,función,"es,gl",2
3540,composition,composition,"en,fr",2
3540,composition,composición,"es,gl",2
3541,operating,operando,"es,gl",2
3541,operating,operativo,"it,pt",2
3542,assert,afirmar,"ca,es,gl,pt",4
3543,case,caso,"es,gl,pt",3
3544,discourse,discurso,"es,gl,pt",3
3544,discourse,discurs,"ca,ro",2
3545,loud,alto,"gl,pt",2
3547,net,net,"ca,en,ro",3
3549,soccer,fútbol,"es,gl",2
3550,complex,complex,"ca,en,ro",3
3550,complex,complexo,"gl,pt",2
3551,mandate,mandato,"es,gl,it,pt",4
3551,mandate,mandat,"ca,fr,ro",3
3552,monitor,monitor,"ca,en,es,gl,pt,ro",6
3553,downtown,centro,"es,it",2
3554,nightmare,pesadelo,"gl,pt",2
3555,barrel,barril,"ca,es,gl,pt",4
3557,globe,globe,"en,fr",2
3557,globe,globo,"es,it,pt",3
3558,uncomfortable,incómodo,"es,gl",2
3559,execute,executar,"ca,gl,pt",3
3560,feel,sentir,"ca,es,gl,pt",4
3561,trap,trampa,"ca,es,gl",3
3562,gesture,gesto,"es,it,pt",3
3562,gesture,gest,"ca,ro",2
3563,pale,pálido,"es,gl,pt",3
3565,receiver,receptor,"ca,es,gl,pt,ro",5
3566,horizon,horizon,"en,fr",2
3566,horizon,horizonte,"es,gl,pt",3
3567,diagnosis,diagnóstico,"es,gl,pt",3
3567,diagnosis,diagnostic,"fr,ro",2
3568,considerable,considerable,"ca,en,es,gl",4
3569,gospel,gospel,"en,fr",2
3570,automatically,automaticamente,"gl,it,pt",3
3573,wander,vagar,"es,gl",2
3574,duck,Pato,"es,pt",2
3575,grain,grain,"en,fr",2
3575,grain,grano,"es,it",2
3576,beast,bestia,"es,it",2
3577,concern,preocupación,"es,gl",2
3578,remark,observación,"es,gl",2
3579,fabric,tecido,"gl,pt",2
3580,civilization,civilización,"es,gl",2
3582,corruption,corrupción,"es,gl",2
3583,collapse,colapso,"es,gl,pt",3
3584,ma'am,señora,"es,gl",2
3586,workshop,taller,"ca,es",2
3586,workshop,atelier,"fr,ro",2
3588,cd,cd,"ca,en,gl,it",4
3588,cd,CD,"es,fr,pt,ro",4
3589,admire,admirar,"ca,es,gl,pt",4
3590,exclude,exclude,"en,ro",2
3590,exclude,excluir,"es,pt",2
3591,rifle,rifle,"ca,en,es,gl,pt",5
3592,closet,armario,"es,gl",2
3593,reporting,informes,"ca,gl",2
3594,curve,curva,"es,gl,it,pt",4
3595,patch,parche,"es,gl",2
3596,touchdown,touchdown,"en,gl,it",3
3597,experimental,experimental,"ca,en,es,gl,pt,ro",6
3598,earnings,ganancias,"es,gl",2
3599,hunter,cazador,"es,gl",2
3600,fly,volar,"ca,es",2
3601,tunnel,tunnel,"en,fr,it",3
3601,tunnel,túnel,"ca,es,gl,pt",4
3602,corps,corps,"en,fr",2
3602,corps,corpo,"gl,it,pt",3
3603,behave,comportarse,"es,gl",2
3605,german,alemán,"es,gl",2
3606,motivate,motivar,"ca,es,gl,pt",4
3607,attribute,atributo,"es,gl,pt",3
3607,attribute,atribut,"ca,ro",2
3609,virtual,virtual,"ca,en,es,pt,ro",5
3610,minimum,mínimo,"es,gl,pt",3
3612,progressive,progressive,"en,fr",2
3612,progressive,progresivo,"es,gl",2
3612,progressive,progressivo,"it,pt",2
3613,doc,doc,"ca,en,fr,gl,pt,ro",6
3614,medium,medio,"es,gl,it",3
3615,virtue,virtude,"gl,pt",2
3616,ounce,onza,"es,gl",2
3617,collapse,colapso,"es,gl,pt",3
3618,delay,retard,"ca,fr",2
3618,delay,atraso,"gl,pt",2
3619,athletic,atlético,"es,gl",2
3620,confusion,confusion,"en,fr",2
3621,legislative,legislativo,"es,it,pt",3
3622,facilitate,facilitar,"ca,es,gl,pt",4
3629,sword,espada,"es,gl,pt",3
3630,telescope,telescopio,"es,gl,it",3
3631,donate,donar,"ca,es",2
3631,donate,doar,"gl,pt",2
3633,toe,dedo do pé,"gl,pt",2
3634,agriculture,agriculture,"en,fr",2
3634,agriculture,agricultura,"ca,es,gl,pt",4
3635,park,parque,"es,gl",2
3635,park,parc,"ca,ro",2
3637,recruit,recrutar,"gl,pt",2
3638,favor,favor,"ca,en,es,gl",4
3639,dose,dose,"en,fr,gl,it,pt",5
3641,integrate,integrar,"ca,es,gl,pt",4
3642,rate,taxa,"ca,gl",2
3644,prescription,prescription,"en,fr",2
3646,adoption,adoption,"en,fr",2
3646,adoption,adopción,"es,gl",2
3647,monthly,mensual,"ca,es,gl",3
3648,deadly,mortal,"ca,es,gl,pt,ro",5
3649,grave,grave,"en,it",2
3649,grave,tumba,"es,gl",2
3650,rope,corda,"ca,gl,it,pt",4
3651,reliable,fiable,"ca,fr,gl",3
3652,label,etiqueta,"ca,es,gl,pt",4
3653,transaction,transaction,"en,fr",2
3653,transaction,transacción,"es,gl",2
3656,mount,montar,"es,gl",2
3658,briefly,brevemente,"es,gl,it,pt",4
3659,absorb,absorber,"es,fr,gl",3
3660,princess,princesa,"ca,es,gl",3
3662,blanket,manta,"ca,gl",2
3664,kingdom,reino,"gl,pt",2
3665,anticipate,prever,"es,gl",2
3666,bug,erro,"gl,pt",2
3667,primary,primario,"es,it",2
3668,dedicate,dedicar,"ca,es,gl,pt",4
3669,nominee,candidato,"es,it",2
3669,nominee,nomeado,"gl,pt",2
3670,transformation,transformation,"en,fr",2
3670,transformation,transformación,"es,gl",2
3671,temple,temple,"ca,en,fr",3
3671,temple,templo,"es,gl",2
3672,sense,sentido,"es,gl",2
3672,sense,sens,"fr,ro",2
3672,sense,senso,"it,pt",2
3673,arrival,chegada,"gl,pt",2
3674,frustration,frustration,"en,fr",2
3674,frustration,frustración,"es,gl",2
3675,changing,cambiando,"es,gl",2
3676,demonstration,demostración,"es,gl",2
3678,poster,poster,"en,pt,ro",3
3679,nail,unha,"gl,pt",2
3680,nonprofit,nonprofit,"en,ro",2
3683,exhibit,exposición,"es,gl",2
3685,interrupt,interrompre,"ca,fr",2
3685,interrupt,interromper,"gl,pt",2
3686,lemon,limón,"es,gl",2
3687,bankruptcy,bancarrota,"es,gl",2
3688,resign,dimitir,"ca,gl",2
3689,dominant,dominant,"ca,en,fr,ro",4
3689,dominant,dominante,"es,gl,it,pt",4
3690,invasion,invasion,"en,fr",2
3690,invasion,invasión,"es,gl",2
3691,sacred,sagrado,"es,gl,pt",3
3693,portray,retratar,"ca,es,gl,pt",4
3694,hunt,cazar,"es,gl",2
3694,hunt,caçar,"ca,pt",2
3695,distinguish,distinguir,"es,gl,pt",3
3696,melt,fundir,"es,gl",2
3697,consensus,consensus,"en,fr",2
3697,consensus,consenso,"es,gl,it,pt",4
3697,consensus,consens,"ca,ro",2
3699,french,francés,"es,gl",2
3700,hardware,hardware,"en,es,gl,it,pt,ro",6
3701,rail,rail,"en,fr",2
3702,cold,frío,"es,gl",2
3703,mate,mate,"en,ro",2
3704,dry,seco,"es,gl,pt",3
3704,dry,sec,"ca,fr",2
3705,korean,coreano,"es,gl,it,pt",4
3706,cabin,cabina,"ca,es,gl,it",4
3706,cabin,cabine,"fr,pt",2
3708,liberal,liberal,"ca,en,es,gl,pt,ro",6
3710,tobacco,tabaco,"es,gl,pt",3
3711,orientation,orientation,"en,fr",2
3711,orientation,orientación,"es,gl",2
3712,trigger,disparador,"ca,gl",2
3714,seize,aproveitar,"gl,pt",2
3715,abuse,abuso,"es,gl,it",3
3717,punish,castigar,"ca,es,gl",3
3717,punish,punir,"fr,pt",2
3718,sexy,sexy,"ca,en,es,fr,gl,it,pt,ro",8
3719,depict,representar,"ca,es,gl",3
3720,input,entrada,"ca,gl,pt",3
3721,seemingly,aparentemente,"es,gl,pt",3
3723,competitor,competidor,"ca,es,gl",3
3723,competitor,concorrente,"it,pt",2
3724,flip,flip,"en,ro",2
3724,flip,voltear,"es,gl",2
3727,administrative,administrativo,"es,gl,pt",3
3728,donor,doador,"gl,pt",2
3729,gradually,gradualmente,"es,it,pt",3
3730,overlook,pasar por alto,"es,gl",2
3732,pleased,satisfeito,"gl,pt",2
3734,ideology,ideologia,"ca,it,pt",3
3735,glory,gloria,"es,gl,it",3
3736,maximum,maximum,"en,fr",2
3736,maximum,máximo,"es,gl,pt",3
3737,organ,organ,"en,ro",2
3738,skip,saltar,"es,gl",2
3741,brick,ladrillo,"es,gl",2
3742,gut,intestino,"es,it,pt",3
3742,gut,intestin,"fr,ro",2
3743,reservation,reserva,"ca,es,gl,pt",4
3744,rebel,rebel,"ca,en,ro",3
3744,rebel,rebelde,"es,gl,pt",3
3745,disappointed,decepcionado,"es,gl",2
3747,valid,válido,"es,gl,pt",3
3748,instructor,instructor,"ca,en,es,ro",4
3748,instructor,instrutor,"gl,pt",2
3749,rescue,rescate,"es,gl",2
3749,rescue,salvare,"it,ro",2
3750,racism,racismo,"es,gl,pt",3
3750,racism,racisme,"ca,fr",2
3751,pension,pensión,"es,gl",2
3752,diabetes,diabetes,"en,es,gl,pt",4
3754,cluster,cluster,"en,ro",2
3754,cluster,grupo,"es,pt",2
3754,cluster,clúster,"ca,gl",2
3756,marijuana,marijuana,"en,es,fr,it,ro",5
3756,marijuana,marihuana,"ca,gl",2
3757,combat,combat,"ca,en,fr",3
3757,combat,combate,"es,gl,pt",3
3759,costume,costume,"en,fr,it",3
3760,sixth,sexto,"es,gl,pt",3
3761,frequent,frecuente,"es,gl",2
3762,inspiration,inspiration,"en,fr",2
3762,inspiration,inspiración,"es,gl",2
3766,conspiracy,conspiración,"es,gl",2
3767,trait,trait,"en,fr",2
3768,van,van,"en,fr",2
3768,van,furgoneta,"ca,gl",2
3769,institutional,institucional,"ca,es,gl,pt",4
3771,drinking,bebendo,"gl,pt",2
3772,response,resposta,"ca,gl,pt",3
3773,crystal,cristal,"es,fr,gl,pt,ro",5
3774,stretch,estirar,"ca,gl",2
3775,pro,pro,"ca,en,fr,gl,it,ro",6
3777,helicopter,helicóptero,"es,gl,pt",3
3779,equation,ecuación,"es,gl",2
3780,roman,romano,"es,gl,it,pt",4
3781,sophisticated,sofisticado,"es,gl,pt",3
3781,sophisticated,sofisticat,"ca,ro",2
3783,pope,papa,"ca,es,it,pt",4
3784,opera,ópera,"es,gl,pt",3
3785,ethical,ético,"es,gl,pt",3
3786,mount,montar,"es,gl",2
3787,indication,indication,"en,fr",2
3787,indication,indicación,"es,gl",2
3788,motive,motivo,"es,gl,it,pt",4
3789,porch,porche,"es,fr",2
3790,reinforce,reforçar,"ca,pt",2
3793,lap,colo,"gl,pt",2
3794,written,escrito,"es,gl,pt",3
3797,injure,ferir,"ca,gl,pt",3
3800,exclusive,exclusivo,"es,gl,pt",3
3801,colonel,colonel,"en,fr,ro",3
3801,colonel,coronel,"ca,es,gl,pt",4
3802,copy,copie,"fr,ro",2
3806,intensity,intensidade,"gl,pt",2
3808,cave,cova,"ca,gl",2
3810,associated,asociado,"es,gl",2
3812,fascinating,fascinante,"es,gl,pt",3
3812,fascinating,fascinant,"ca,fr,ro",3
3813,interact,interactuar,"ca,es,gl",3
3813,interact,interagir,"fr,pt",2
3814,illustration,illustration,"en,fr",2
3814,illustration,ilustración,"es,gl",2
3816,essence,essence,"en,fr",2
3816,essence,esencia,"es,gl",2
3817,container,envase,"es,gl",2
3823,plead,suplicar,"ca,gl",2
3824,promotion,promotion,"en,fr",2
3824,promotion,promoción,"es,gl",2
3825,uncertainty,incerteza,"gl,pt",2
3827,officially,oficialmente,"es,gl,pt",3
3828,tag,etiqueta,"ca,es,gl",3
3829,documentary,documental,"ca,es,gl",3
3831,flood,inundación,"es,gl",2
3832,guilt,culpa,"es,pt",2
3833,inside,dentro,"es,gl,it,pt",4
3834,alarm,alarma,"ca,es,gl,ro",4
3834,alarm,alarme,"fr,pt",2
3835,turkey,pavo,"es,gl",2
3836,conduct,conducta,"ca,es",2
3836,conduct,conduta,"gl,pt",2
3837,diagnose,diagnosticar,"ca,es,gl,pt",4
3838,precious,precioso,"es,gl,pt",3
3840,initiate,iniciar,"ca,pt",2
3841,fitness,fitness,"en,gl,it,pt,ro",5
3842,restrict,restringir,"ca,es,pt",3
3843,gulf,golfo,"gl,it,pt",3
3843,gulf,golf,"ca,ro",2
3844,advocate,avocat,"fr,ro",2
3845,mommy,mami,"es,ro",2
